Fiscal Year,Cabinet,Department,Program,Expense Type,Expense Category,Recommended Amount,Approved Amount,Account Name,Fund,Fund Type,Program Number,Account Number
2012,Housing & Neighborhood Development,Neighborhood Development,Housing Development,Contractual Services,Transportation of Persons,$1882.50,$1882.50,Transportation of Persons, General Fund , Tax Supported Funds ,188300,52800
2012,Housing & Neighborhood Development,Neighborhood Development,Housing Development,Contractual Services,Repairs & Service To Equipment,$0.00,$0.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,188300,52700
2012,Housing & Neighborhood Development,Neighborhood Development,Housing Development,Contractual Services,Communications,$37349.88,$37349.88,Communications, General Fund , Tax Supported Funds ,188300,52100
2012,Housing & Neighborhood Development,Neighborhood Development,Real Estate Management & Sales,Contractual Services,Contracted Services,$486814.78,$486814.78,Contracted Services, General Fund , Tax Supported Funds ,188200,52900
2012,Housing & Neighborhood Development,Neighborhood Development,Real Estate Management & Sales,Contractual Services,Transportation of Persons,$1068.55,$1068.55,Transportation of Persons, General Fund , Tax Supported Funds ,188200,52800
2012,Housing & Neighborhood Development,Neighborhood Development,Real Estate Management & Sales,Contractual Services,Repairs Buildings & Structures,$89826.79,$89826.79,Repairs Buildings & Structures, General Fund , Tax Supported Funds ,188200,52600
2012,Housing & Neighborhood Development,Neighborhood Development,Real Estate Management & Sales,Contractual Services,Garbage/Waste Removal,$8605.52,$8605.52,Garbage/Waste Removal, General Fund , Tax Supported Funds ,188200,52500
2012,Housing & Neighborhood Development,Neighborhood Development,Real Estate Management & Sales,Contractual Services,Snow Removal,$11683.99,$11683.99,Snow Removal, General Fund , Tax Supported Funds ,188200,52400
2012,Housing & Neighborhood Development,Neighborhood Development,Real Estate Management & Sales,Contractual Services,Utilities,$62794.11,$62794.11,Utilities, General Fund , Tax Supported Funds ,188200,52200
2012,Housing & Neighborhood Development,Neighborhood Development,Real Estate Management & Sales,Contractual Services,Communications,$9083.74,$9083.74,Communications, General Fund , Tax Supported Funds ,188200,52100
2012,Housing & Neighborhood Development,Neighborhood Development,Neighborhood Development Administration,Contractual Services,Contracted Services,$72812.62,$72812.62,Contracted Services, General Fund , Tax Supported Funds ,188100,52900
2012,Housing & Neighborhood Development,Neighborhood Development,Neighborhood Development Administration,Contractual Services,Transportation of Persons,$518.75,$518.75,Transportation of Persons, General Fund , Tax Supported Funds ,188100,52800
2012,Housing & Neighborhood Development,Neighborhood Development,Neighborhood Development Administration,Contractual Services,Repairs & Service To Equipment,$18091.53,$18091.53,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,188100,52700
2012,Housing & Neighborhood Development,Neighborhood Development,Neighborhood Development Administration,Contractual Services,Repairs Buildings & Structures,$0.00,$0.00,Repairs Buildings & Structures, General Fund , Tax Supported Funds ,188100,52600
2012,Housing & Neighborhood Development,Neighborhood Development,Neighborhood Development Administration,Contractual Services,Garbage/Waste Removal,$0.00,$0.00,Garbage/Waste Removal, General Fund , Tax Supported Funds ,188100,52500
2012,Housing & Neighborhood Development,Neighborhood Development,Neighborhood Development Administration,Contractual Services,Utilities,$35885.64,$35885.64,Utilities, General Fund , Tax Supported Funds ,188100,52200
2012,Housing & Neighborhood Development,Neighborhood Development,Neighborhood Development Administration,Contractual Services,Communications,$42854.55,$42854.55,Communications, General Fund , Tax Supported Funds ,188100,52100
2015,Housing & Neighborhood Development,Leading the Way,Housing & Neighborhood Preservation,Contractual Services,Contracted Services,$3000000.00,$3000000.00,Contracted Services, General Fund , Tax Supported Funds ,189300,52900
2015,Housing & Neighborhood Development,Leading the Way,Housing Production and Access,Contractual Services,Contracted Services,$2500000.00,$2500000.00,Contracted Services, General Fund , Tax Supported Funds ,189200,52900
2015,Housing & Neighborhood Development,Neighborhood Development,Business Services,Contractual Services,Contracted Services,$435000.00,$435000.00,Contracted Services, General Fund , Tax Supported Funds ,188500,52900
2015,Housing & Neighborhood Development,Neighborhood Development,Business Services,Contractual Services,Transportation of Persons,$3471.00,$3471.00,Transportation of Persons, General Fund , Tax Supported Funds ,188500,52800
2015,Housing & Neighborhood Development,Neighborhood Development,Business Services,Contractual Services,Repairs & Service To Equipment,$11500.00,$11500.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,188500,52700
2015,Housing & Neighborhood Development,Neighborhood Development,Housing Development,Contractual Services,Contracted Services,$10000.00,$10000.00,Contracted Services, General Fund , Tax Supported Funds ,188300,52900
2015,Housing & Neighborhood Development,Neighborhood Development,Housing Development,Contractual Services,Transportation of Persons,$1416.00,$1416.00,Transportation of Persons, General Fund , Tax Supported Funds ,188300,52800
2015,Housing & Neighborhood Development,Neighborhood Development,Housing Development,Contractual Services,Repairs & Service To Equipment,$0.00,$0.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,188300,52700
2015,Housing & Neighborhood Development,Neighborhood Development,Housing Development,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,188300,52100
2015,Housing & Neighborhood Development,Neighborhood Development,Real Estate Management & Sales,Contractual Services,Contracted Services,$496309.00,$496309.00,Contracted Services, General Fund , Tax Supported Funds ,188200,52900
2015,Housing & Neighborhood Development,Neighborhood Development,Real Estate Management & Sales,Contractual Services,Transportation of Persons,$900.00,$900.00,Transportation of Persons, General Fund , Tax Supported Funds ,188200,52800
2015,Housing & Neighborhood Development,Neighborhood Development,Real Estate Management & Sales,Contractual Services,Repairs Buildings & Structures,$195320.00,$195320.00,Repairs Buildings & Structures, General Fund , Tax Supported Funds ,188200,52600
2015,Housing & Neighborhood Development,Neighborhood Development,Real Estate Management & Sales,Contractual Services,Garbage/Waste Removal,$8800.00,$8800.00,Garbage/Waste Removal, General Fund , Tax Supported Funds ,188200,52500
2015,Housing & Neighborhood Development,Neighborhood Development,Real Estate Management & Sales,Contractual Services,Snow Removal,$45000.00,$45000.00,Snow Removal, General Fund , Tax Supported Funds ,188200,52400
2015,Housing & Neighborhood Development,Neighborhood Development,Real Estate Management & Sales,Contractual Services,Utilities,$23645.00,$23645.00,Utilities, General Fund , Tax Supported Funds ,188200,52200
2015,Housing & Neighborhood Development,Neighborhood Development,Real Estate Management & Sales,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,188200,52100
2015,Housing & Neighborhood Development,Neighborhood Development,Neighborhood Development Administration,Contractual Services,Contracted Services,$107313.00,$107313.00,Contracted Services, General Fund , Tax Supported Funds ,188100,52900
2015,Housing & Neighborhood Development,Neighborhood Development,Neighborhood Development Administration,Contractual Services,Transportation of Persons,$1400.00,$1400.00,Transportation of Persons, General Fund , Tax Supported Funds ,188100,52800
2015,Housing & Neighborhood Development,Neighborhood Development,Neighborhood Development Administration,Contractual Services,Repairs & Service To Equipment,$15650.00,$15650.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,188100,52700
2015,Housing & Neighborhood Development,Neighborhood Development,Neighborhood Development Administration,Contractual Services,Repairs Buildings & Structures,$7202.00,$7202.00,Repairs Buildings & Structures, General Fund , Tax Supported Funds ,188100,52600
2015,Housing & Neighborhood Development,Neighborhood Development,Neighborhood Development Administration,Contractual Services,Garbage/Waste Removal,$1250.00,$1250.00,Garbage/Waste Removal, General Fund , Tax Supported Funds ,188100,52500
2015,Housing & Neighborhood Development,Neighborhood Development,Neighborhood Development Administration,Contractual Services,Utilities,$80298.78,$80298.78,Utilities, General Fund , Tax Supported Funds ,188100,52200
2015,Housing & Neighborhood Development,Neighborhood Development,Neighborhood Development Administration,Contractual Services,Communications,$56500.00,$56500.00,Communications, General Fund , Tax Supported Funds ,188100,52100
2013,Housing & Neighborhood Development,Leading the Way,Housing & Neighborhood Preservation,Contractual Services,Contracted Services,$2500000.00,$2500000.00,Contracted Services, General Fund , Tax Supported Funds ,189300,52900
2013,Housing & Neighborhood Development,Leading the Way,Housing Production and Access,Contractual Services,Contracted Services,$2500000.00,$2500000.00,Contracted Services, General Fund , Tax Supported Funds ,189200,52900
2013,Housing & Neighborhood Development,Neighborhood Development,Business Services,Contractual Services,Contracted Services,$12952.00,$12952.00,Contracted Services, General Fund , Tax Supported Funds ,188500,52900
2013,Housing & Neighborhood Development,Neighborhood Development,Business Services,Contractual Services,Transportation of Persons,$3440.55,$3440.55,Transportation of Persons, General Fund , Tax Supported Funds ,188500,52800
